"","Valid_LIB.C.150","pezAlpes.phy.tip.label","Alien_origin","rep.1..length.pezAlpes.phy.tip.label..","Endemic","Ecrins.NP","Summits","Persistent","Under.Ice","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"602","Heliosperma_pusillum","Ixoca_pusilla","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Helleborus_foetidus","Helleborus_foetidus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","Heracleum_sphondylium","Heracleum_sphondylium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Herniaria_alpina","Herniaria_alpina","",0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"606","Herniaria_hirsuta","Herniaria_hirsuta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","Herniaria_incana","Herniaria_incana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","Hieracium_alpinum","Hieracium_alpinum","",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"609","Hieracium_amplexicaule","Hieracium_amplexicaule","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Hieracium_antarcticum","Hieracium_antarcticum","Tierra del Fuego",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"611","Hieracium_argillaceum","Hieracium_argillaceum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","Hieracium_bifidum","Hieracium_bifidum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Hieracium_diaphanoides","Hieracium_diaphanoides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","Hieracium_glaucinum","Hieracium_glaucinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","Hieracium_intybaceum","Hieracium_intybaceum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","Hieracium_inuloides","Hieracium_inuloides","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","Hieracium_jurassicum","Hieracium_juranum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Hieracium_lachenalii","Hieracium_lachenalii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Hieracium_lawsonii","Hieracium_lawsonii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","Hieracium_murorum","Hieracium_murorum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","Hieracium_piliferum","Hieracium_piliferum","",0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"622","Hieracium_pilosum","Hieracium_pilosum","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"623","Hieracium_prenanthoides","Hieracium_prenanthoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Hieracium_sabaudum","Hieracium_sabaudum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Hieracium_schmidtii","Hieracium_schmidtii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","Hieracium_umbellatum","Hieracium_umbellatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Hieracium_umbrosum","Hieracium_umbrosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","Hieracium_valdepilosum","Hieracium_valdepilosum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Hieracium_villosum","Hieracium_villosum","",1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"630","Himantoglossum_hircinum","Himantoglossum_hircinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Hippocrepis_comosa","Hippocrepis_comosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","Hippocrepis_emerus","Hippocrepis_emerus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","Hippophae_rhamnoides","Hippophae_rhamnoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Holcus_lanatus","Holcus_lanatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"635","Holosteum_umbellatum","Holosteum_umbellatum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","Homogyne_alpina","Homogyne_alpina","",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"637","Hordelymus_europaeus","Hordelymus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","Hordeum_marinum","Hordeum_marinum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Hornungia_alpina","Hornungia_alpina","",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"640","Humulus_lupulus","Humulus_lupulus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","Huperzia_selago","Huperzia_selago","",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"642","Hylotelephium_anacampseros","Sedum_anacampseros","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"643","Hylotelephium_maximum","Sedum_maximum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Hylotelephium_telephium","Hylotelephium_telephium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Hyoscyamus_niger","Hyoscyamus_niger","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","Hypericum_hirsutum","Hypericum_hirsutum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Hypericum_maculatum","Hypericum_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Hypericum_montanum","Hypericum_montanum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","Hypericum_perforatum","Hypericum_perforatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Hypericum_richeri","Hypericum_richeri","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"651","Hypochaeris_maculata","Hypochaeris_maculata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","Hypochaeris_radicata","Hypochaeris_radicata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","Hyssopus_officinalis","Hyssopus_officinalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Iberis_pinnata","Iberis_pinnata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Ilex_aquifolium","Ilex_aquifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","Impatiens_glandulifera","Impatiens_glandulifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","Imperatoria_ostruthium","Imperatoria_ostruthium","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"658","Inula_conyza","Inula_conyza","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","Inula_montana","Inula_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","Isatis_tinctoria","Isatis_tinctoria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","Jacobaea_erucifolia","Senecio_erucifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","Jacobaea_incana","Jacobaea_incana","",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"663","Jacobaea_leucophylla","Senecio_incanus","",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
"664","Jasione_montana","Jasione_montana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","Juglans_nigra","Juglans_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","Juglans_regia","Juglans_regia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667","Juncus_alpinoarticulatus","Juncus_alpinoarticulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","Juncus_arcticus","Juncus_arcticus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Juncus_articulatus","Juncus_articulatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","Juncus_bufonius","Juncus_bufonius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Juncus_compressus","Juncus_compressus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","Juncus_effusus","Juncus_effusus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","Juncus_filiformis","Juncus_filiformis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Juncus_inflexus","Juncus_inflexus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Juncus_jacquinii","Juncus_jacquini","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","Juncus_trifidus","Juncus_trifidus","",1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
"677","Juncus_triglumis","Juncus_triglumis","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"678","Juniperus_communis","Juniperus_communis","",1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"679","Juniperus_communis_subsp._nana","Juniperus_sibirica","",0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"680","Juniperus_sabina","Juniperus_sabina","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"681","Kernera_saxatilis","Kernera_saxatilis","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"682","Knautia_arvensis","Knautia_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Knautia_dipsacifolia","Knautia_dipsacifolia","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Koeleria_cenisia","Koeleria_cenisia","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","Koeleria_pyramidata","Koeleria_pyramidata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","Koeleria_vallesiana","Koeleria_vallesiana","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Laburnum_alpinum","Laburnum_alpinum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","Laburnum_anagyroides","Laburnum_anagyroides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","Lactuca_alpina","Lactuca_alpina","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","Lactuca_muralis","Lactuca_muralis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","Lactuca_perennis","Lactuca_perennis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Lactuca_serriola","Lactuca_serriola","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Lamium_amplexicaule","Lamium_amplexicaule","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Lamium_galeobdolon","Polichia_galeobdolon","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Lamium_garganicum","Lamium_garganicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Lamium_maculatum","Lamium_maculatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Lamium_purpureum","Lamium_purpureum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Lappula_squarrosa","Lappula_squarrosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","Lapsana_communis","Lapsana_communis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Larix_decidua","Larix_decidua","",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"701","Laserpitium_gallicum","Laserpitium_gallicum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","Laserpitium_halleri","Laserpitium_halleri","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Laserpitium_latifolium","Laserpitium_latifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","Laserpitium_siler","Laserpitium_siler","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","Lathyrus_heterophyllus","Pisum_heterophyllum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Lathyrus_latifolius","Lathyrus_latifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Lathyrus_linifolius","Lathyrus_linifolius","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Lathyrus_ochraceus","Lathyrus_ochraceus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Lathyrus_pratensis","Lathyrus_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Lathyrus_sphaericus","Lathyrus_sphaericus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Lathyrus_sylvestris","Lathyrus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","Lathyrus_vernus","Lathyrus_vernus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Lavandula_angustifolia","Lavandula_angustifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","Leontodon_crispus","Leontodon_crispus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","Leontodon_hirtus","Leontodon_hirtus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","Leontodon_hispidus","Leontodon_hispidus","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"717","Leontopodium_brachyactis","Leontopodium_brachyactis","Himaya",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"718","Leucanthemopsis_alpina","Leucanthemopsis_alpina","",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"719","Leucanthemum_adustum","Leucanthemum_adustum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Leucanthemum_atratum","Leucanthemum_atratum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","Leucanthemum_pallens","Leucanthemum_pallens","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","Leucanthemum_vulgare","Leucanthemum_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","Ligustrum_vulgare","Ligustrum_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","Lilium_bulbiferum","Lilium_bulbiferum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","Lilium_martagon","Lilium_martagon","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","Limodorum_abortivum","Jonorchis_abortiva","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","Linaria_alpina","Linaria_alpina","",1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"728","Linaria_angustissima","Linaria_angustissima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Linaria_repens","Linaria_repens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","Linaria_simplex","Linaria_simplex","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","Linum_alpinum","Linum_alpinum","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"732","Linum_catharticum","Linum_catharticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Linum_suffruticosum","Linum_suffruticosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","Linum_usitatissimum_subsp._angustifolium","Linum_tenuifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","Lithospermum_officinale","Lithospermum_officinale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","Lolium_perenne","Lolium_perenne","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","Lomelosia_graminifolia","Lomelosia_graminifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","Lonicera_caerulea","Lonicera_caerulea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","Lonicera_etrusca","Lonicera_etrusca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Lonicera_nigra","Lonicera_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Lonicera_webbiana","Lonicera_webbiana","Himaya",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Lonicera_xylosteum","Lonicera_xylosteum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","Lotus_corniculatus","Lotus_corniculatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","Lotus_corniculatus_subsp._alpinus","Lotus_alpinus","",1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"745","Lotus_corniculatus_subsp._delortii","Lotus_delortii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","Lotus_maritimus","Tetragonolobus_maritimus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","Lunaria_annua","Lunaria_annua","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","Lunaria_rediviva","Lunaria_rediviva","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749","Luzula_alpinopilosa","Luzula_alpinopilosa","",1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
"750","Luzula_campestris","Luzula_campestris","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"751","Luzula_lutea","Luzula_lutea","",1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"752","Luzula_luzulina","Luzula_luzulina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753","Luzula_multiflora","Luzula_multiflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","Luzula_nivea","Luzula_nivea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755","Luzula_pediformis","Luzula_nutans","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"756","Luzula_spicata","Luzula_spicata","",1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
"757","Luzula_sudetica","Luzula_sudetica","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"758","Luzula_sylvatica","Luzula_maxima","",1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"759","Lychnis_flos-cuculi","Silene_flos_cuculi","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Lychnis_flos-jovis","Silene_flos_jovis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Lycopus_europaeus","Lycopus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","Lysimachia_arvensis","Lysimachia_arvensis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Lysimachia_nemorum","Lerouxia_nemorum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Lysimachia_vulgaris","Lysimachia_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","Lythrum_salicaria","Lythrum_salicaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","Macrosyringion_glutinosum","Macrosyringion_glutinosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Maianthemum_bifolium","Maianthemum_bifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","Malus_domestica","Malus_domestica","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","Malus_sylvestris","Malus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","Malva_alcea","Malva_alcea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","Malva_moschata","Malva_moschata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","Matricaria_discoidea","Matricaria_matricarioides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","Medicago_lupulina","Medicago_lupulina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Medicago_minima","Medicago_minima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","Medicago_monspeliaca","Trigonella_monspeliaca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","Medicago_sativa","Medicago_sativa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","Melampyrum_sylvaticum","Melampyrum_sylvaticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","Melica_ciliata","Melica_ciliata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Melica_nutans","Melica_nutans","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","Melica_uniflora","Melica_uniflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","Melilotus_albus","Melilotus_albus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","Melittis_melissophyllum","Melittis_melissophyllum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","Mentha_aquatica","Mentha_aquatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Mentha_arvensis","Mentha_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","Mentha_longifolia","Mentha_longifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Mercurialis_perennis","Synema_perenne","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Meum_athamanticum","Meum_athamanticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","Micranthes_stellaris","Micranthes_stellaris","",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"789","Microthlaspi_perfoliatum","Microthlaspi_perfoliatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","Milium_effusum","Milium_effusum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","Minuartia_laricifolia","Minuartia_laricifolia","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"792","Minuartia_oreina","Minuartia_oreina","Caucasus",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"793","Minuartia_rostrata","Minuartia_rostrata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","Minuartia_rupestris","Minuartia_rupestris","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","Minuartia_sedoides","Minuartia_sedoides","",0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"796","Minuartia_verna","Minuartia_verna","",1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
"797","Minuartia_villarii","Minuartia_villarii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","Moehringia_trinervia","Moehringia_trinervia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","Molinia_caerulea","Molinia_caerulea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","Moneses_uniflora","Moneses_uniflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","Monotropa_hypopitys","Monotropa_hypopitys","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","Murbeckiella_pinnatifida","Murbeckiella_pinnatifida","",0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"803","Muscari_comosum","Muscari_comosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
